GLOBALEVENTID,Date,Actor1Name,Actor2Name,EventDescription,EventRootDescription,ActionGeo_CountryName,SOURCEURL,SourceName,Actor1Type1Code,Actor1Geo_CountryName,Actor2Type1Code,Actor2Geo_CountryName,Is_Translated,GoldsteinScale,AvgTone,NumArticles,ActionGeo_Lat,ActionGeo_Long
1184321257,2024-06-28,MEDIA,,"Appeal, not specified below",Appeal,Spain,https://www.elperiodico.cat/ca/societat/20240628/310-municipis-bcn-rebran-ajudes-104423701,www.elperiodico.cat,MED,Spain,,,1,3.0,0.0,10,41.3833,2.18333
1184321259,2024-06-28,NEWSPAPER,,"Investigate, not specified below",Investigate,Spain,https://www.elperiodico.cat/ca/opinio/20240628/l-engany-greenwashing-104423566,www.elperiodico.cat,MED,Spain,,,1,-2.0,-2.19435736677116,10,40.0,-4.0
1184321437,2024-06-28,TURKEY,CYPRUS,"Accuse, not specified below",Disapprove,Spain,https://www.ziuaveche.ro/revista-presei/revista-presei-internationale-28-iunie-2024-331391.html,www.ziuaveche.ro,GOV,Lebanon,,Spain,1,-2.0,-4.32489451476793,2,40.0,-4.0
1184322644,2024-06-28,,MIGRANT,Express intent to meet or negotiate,Express Intent To Cooperate,Spain,https://www.eldia.es/opinion/2024/06/28/arreglara-104426082.html,www.eldia.es,,,CVL,Spain,1,4.0,0.0,10,40.0,-4.0
1184322649,2024-06-28,,COLLEGE,Express intent to meet or negotiate,Express Intent To Cooperate,Spain,https://www.laprovincia.es/sociedad/2024/06/28/desenterrado-tesoro-arqueologico-700-000-anos-canarias-104431610.html,www.laprovincia.es,,,EDU,Spain,1,4.0,2.97619047619048,10,28.0,-15.5
1184322652,2024-06-28,,CANARY ISLANDS,"Engage in material cooperation, not specified below",Engage In Material Cooperation,Spain,https://www.laprovincia.es/las-palmas/2024/06/28/doblete-loteria-nacional-gran-canaria-104431002.html,www.laprovincia.es,,,,Spain,1,6.0,1.98915009041592,10,41.3833,2.18333
1184322776,2024-06-28,VOTER,PRESIDENT,Host a visit,Consult,Spain,https://www.diariopalentino.es/opinion/z8af8b391-927d-27f7-0752005e6667c71a/202406/el-silencio-social-como-complice-de-unos-hechos-inaceptables,www.diariopalentino.es,CVL,Spain,GOV,Spain,1,2.8,-6.56779661016949,10,37.6,-4.5
1184322793,2024-06-28,SCHOOL,,"Provide aid, not specified below",Provide Aid,Spain,https://www.laprovincia.es/sociedad/2024/06/28/funcionan-radares-velocidad-durante-noche-dv-104425613.html,www.laprovincia.es,EDU,Spain,,,1,7.0,-1.25786163522013,10,40.0,-4.0
1184322812,2024-06-28,SPAIN,PORTUGAL,"Yield, not specified below ",Yield,Portugal,https://www.eleconomista.es/mercados-cotizaciones/noticias/12886491/06/24/el-ibex-35-esta-a-menos-de-un-1-de-que-los-bajistas-tomen-el-control.html,www.eleconomista.es,,Italy,,Spain,1,5.0,-1.08695652173913,2,39.5,-8.0
1184322958,2024-06-28,JAPAN,,Host a visit,Consult,Spain,https://www.laprovincia.es/opinion/2024/06/28/mala-suerte-soldado-otero-104426075.html,www.laprovincia.es,,Spain,,,1,2.8,-4.93150684931507,10,43.3666,-8.40681
1184323009,2024-06-28,NEWSPAPER,BUSINESS,Occupy territory,Fight,Spain,https://www.eldia.es/opinion/2024/06/28/crisis-104426080.html,www.eldia.es,MED,Spain,BUS,Spain,1,-9.5,-4.66507177033493,10,40.0,-4.0
1184323183,2024-06-28,CREOLE,GOVERNMENT,"Appeal, not specified below",Appeal,Spain,https://www.lagaceta.com.ar/nota/1040883/opinion/cartas-lectores-pacto-julio.html,www.lagaceta.com.ar,,Spain,GOV,Spain,1,3.0,0.49751243781095,10,40.0,-4.0
1184324317,2024-06-28,,COMPANIES,Make a visit,Consult,Spain,https://www.infolibre.es/opinion/plaza-publica/aporta-economia-social-start-up_129_1827131.html,www.infolibre.es,,,BUS,Spain,1,1.9,1.24513618677042,10,40.4,-3.68333
1184324335,2024-06-28,,SPAIN,Sign formal agreement,Engage In Diplomatic Cooperation,Spain,https://ejecutivos.es/noticias/orange-bank-vende-su-plataforma-tecnologica-a-ibercaja/,ejecutivos.es,,,,Spain,1,8.0,6.87830687830688,10,40.0,-4.0
1184324422,2024-06-28,BRUSSELS,MINIST OF TRANSPORT,"Threaten, not specified below",Threaten,Spain,https://www.economiadigital.es/empresas/oscar-puente-ouigo-cnmc.html,www.economiadigital.es,,Spain,GOV,France,1,-4.4,-0.754147812971338,10,40.4,-3.68333
1184324447,2024-06-28,HOLDING COMPANY,,"Provide aid, not specified below",Provide Aid,Spain,https://www.economiadigital.es/empresas/criteria-alcanza-el-10-en-telefonica-iguala-a-la-sepi-y-se-adelanta-a-las-compras-de-stc.html,www.economiadigital.es,BUS,Spain,,,1,7.0,2.49221183800623,10,40.0,-4.0
1184324451,2024-06-28,CORPORATION,,Provide economic aid,Provide Aid,Spain,https://elderecho.com/la-reactivacion-de-las-reglas-fiscales-un-analisis-practico,elderecho.com,BUS,Spain,,,1,7.4,3.57839466844548,30,40.0,-4.0
1184324462,2024-06-28,EMPLOYER,MALAGA,"Make statement, not specified below",Make Public Statement,Spain,https://www.malagahoy.es/malaga/rebajas-malaga-ropa-calzado_0_2000778183.html,www.malagahoy.es,BUS,Spain,,Spain,1,0.0,-1.62412993039443,10,37.6,-4.5
1184324581,2024-06-28,MADRID,,Host a visit,Consult,Mexico,https://www.abc.es/historia/franco-segunda-republica-leon-asturias-independientes-1937-20240628192314-nt.html,www.abc.es,,Spain,,,1,2.8,-3.38983050847457,2,32.5333,-117.017
1184324761,2024-06-28,EUROPEAN UNION,,"Yield, not specified below ",Yield,Spain,https://racurs.ua/n196755-na-sammite-es-soglasovali-kandidatov-na-kluchevye-doljnosti-kto-eti-ludi.html,racurs.ua,IGO,Estonia,,,1,5.0,-0.12578616352201,2,40.0,-4.0
1184324886,2024-06-28,JOURNALIST,,Engage in negotiation,Consult,Spain,https://www.tvnotas.com.mx/espectaculos-mexico/segun-un-periodista-le-informaron-del-fallecimiento-de-sergio-andrade-en-espana,www.tvnotas.com.mx,MED,Spain,,,1,7.0,-3.86178861788617,10,40.0,-4.0
1184324906,2024-06-28,MEXICO,SPAIN,Expel or deport individuals,Coerce,Mexico,https://www.cronicaviva.com.pe/efemerides-del-28-de-junio-fallece-guillermo-billinghurst-angulo-9/,www.cronicaviva.com.pe,,Mexico,,Spain,1,-5.0,-1.87224669603524,8,23.2667,-97.9833
1184325036,2024-06-28,SUDAN,,"Reject proposal to meet, discuss, or negotiate",Reject,Sudan,https://www.newsway.co.kr/news/view?ud=2024062811580522283,www.newsway.co.kr,,Spain,,,1,-5.0,-0.54644808743169,2,16.0,30.0
1184326362,2024-06-28,,RESIDENTS,Host a visit,Consult,Spain,https://regiondigital.com/noticias/extremadura/397194-los-extremenos-realizaron-779907-viajes-en-el-primer-trimestre-del-ano-un-92-menos.html,regiondigital.com,,,CVL,Spain,1,2.8,0.907911802853437,10,37.6,-4.5
1184326364,2024-06-28,,CASTILLA,"Consult, not specified below",Consult,Spain,https://www.lagacetadesalamanca.es/salamanca/salamanca-pasa-region-leonesa-20240627061500-nt.html,www.lagacetadesalamanca.es,,,,Spain,1,1.0,-1.75687420203204,18,40.9681,-5.66202
1184326441,2024-06-28,CORPORATION,,Praise or endorse,Engage In Diplomatic Cooperation,Spain,https://www.elprogreso.es/articulo/sarria/pleno-sarria-acepta-cuantiosa-herencia-manuel-sobrado-perez/202406280905271769801.html,www.elprogreso.es,BUS,Spain,,,1,3.4,-0.76335877862596,10,38.3,-5.01667
1184326519,2024-06-28,GERMAN,EUROPE,"Appeal, not specified below",Appeal,Spain,https://primorske.svet24.si/svet/vrh-eu-ursulo-von-der-leyen-predlaga-za-nov-mandat,primorske.svet24.si,,Spain,,Spain,1,3.0,0.57692307692307,4,40.0,-4.0
1184326527,2024-06-28,STUDENT,,Make pessimistic comment,Make Public Statement,Spain,https://www.cope.es/emisoras/comunidad-valenciana/alicante-provincia/noticias/respuesta-profesor-elche-mensaje-alumno-ultimo-examen-del-curso-20240628_3362938,www.cope.es,EDU,Spain,,,1,-0.4,1.81518151815182,10,40.4,-3.68333
1184326535,2024-06-28,SCHOOL,COLLEGE,Make a visit,Consult,Spain,https://www.lyonne.fr/joigny-89300/actualites/la-fin-dannee-a-ete-festive-au-college-saint-jacques_14526103/,www.lyonne.fr,EDU,Spain,EDU,Spain,1,1.9,1.74672489082969,10,40.0,-4.0
1184326555,2024-06-28,SPAIN,,Host a visit,Consult,Spain,https://www.cope.es/emisoras/andalucia/granada-provincia/granada/noticias/aldeas-infantiles-sos-inaugura-granada-exposicion-homenaje-los-hermanos-acogimiento-20240628_3374861,www.cope.es,,Spain,,,1,2.8,0.0,8,37.1784,-3.5992
1184326557,2024-06-28,SPAIN,PRESIDENT,"Consult, not specified below",Consult,Spain,https://tass.ru/mezhdunarodnaya-panorama/21226853,tass.ru,,Spain,GOV,Spain,1,1.0,-5.21739130434783,4,40.4,-3.68333
1184326558,2024-06-28,SPANISH,ITALY,Make a visit,Consult,Italy,https://www.zazoom.it/2024-06-28/calciomercato-bologna-visite-mediche-per-miranda-fatta-per-il-colpo-a-parametro-zero/14984855/,www.zazoom.it,,Spain,,Italy,1,1.9,1.35135135135135,10,42.833333,12.833333
1184328373,2024-06-28,,SOFIA,Demonstrate or rally,Protest,Spain,https://www.lasexta.com/noticias/sociedad/que-celebra-dia-orgullo-28-junio_2024062866757cf9901ca90001834cd3.html,www.lasexta.com,,,,Spain,1,-6.5,-0.91503267973856,10,40.4,-3.68333
1184328393,2024-06-28,,COMMUNITY,Praise or endorse,Engage In Diplomatic Cooperation,Spain,https://www.infobae.com/espana/2024/06/27/depresion-ideas-suicidas-y-estres-postraumatico-asi-afectan-las-terapias-de-conversion-en-la-salud-mental/,www.infobae.com,,,CVL,Spain,1,3.4,-4.10958904109589,10,37.6,-4.5
1184328397,2024-06-28,,GERMANY,Sign formal agreement,Engage In Diplomatic Cooperation,Spain,https://www.libertaddigital.com/madrid/2024-06-28/ayuso-reticente-a-firmar-mas-pactos-con-sanchez-no-tengo-grandes-esperanzas-siempre-hemos-salido-enganados-7141895/,www.libertaddigital.com,,,,Germany,1,8.0,-0.58616647127784,2,37.6,-4.5
1184328399,2024-06-28,,STUDENT,Make optimistic comment,Make Public Statement,Spain,https://www.lesinrocks.com/arts-et-scenes/mathilde-monnier-et-la-ribot-un-jour-on-a-mis-nos-agendas-ensemble-et-on-a-fait-gustavia-623121-28-06-2024/,www.lesinrocks.com,,,EDU,Spain,1,0.4,1.53922542204568,10,41.3833,2.18333
1184328516,2024-06-28,BOSS,,"Make statement, not specified below",Make Public Statement,Spain,https://www.libertaddigital.com/espana/politica/2024-06-28/feijoo-y-sanchez-mantienen-rota-toda-interlocucion-a-pesar-del-deshielo-entre-pp-y-psoe-para-llegar-a-acuerdos-7141893/,www.libertaddigital.com,BUS,Israel,,,1,0.0,-0.42826552462527,2,40.0,-4.0
1184328524,2024-06-28,INDUSTRY,,Praise or endorse,Engage In Diplomatic Cooperation,Spain,https://prnoticias.com/2024/06/28/durex-y-telefonica-triunfan-en-la-noche-de-la-xvi-edicion-de-los-premios-nacionales-de-marketing/,prnoticias.com,BUS,Spain,,,1,3.4,6.57193605683837,10,40.0,-5.0
1184328647,2024-06-28,SPAIN,,"Reject, not specified below",Reject,Spain,https://www.20minutos.es/deportes/noticia/5525254/0/los-motivos-por-los-que-carolina-marin-no-es-abanderada-espana-los-juegos-olimpicos-paris/,www.20minutos.es,,Spain,,,1,-4.0,1.22549019607843,8,37.2714,-6.94946
1184328649,2024-06-28,SPANISH,,"Express intent to cooperate, not specified below",Express Intent To Cooperate,Spain,https://www.20minutos.es/lainformacion/empresas/criteria-se-hace-con-un-9-9-telefonica-se-fija-como-objetivo-llegar-hasta-10-1-5525704/,www.20minutos.es,GOV,Spain,,,1,4.0,1.09649122807017,8,40.0,-4.0
1184328954,2024-06-28,MEDIA,,Provide economic aid,Provide Aid,Spain,https://kaosenlared.net/no-paran-de-instigar/,kaosenlared.net,MED,Spain,,,1,7.4,-2.5706940874036,10,40.0,-4.0
1184329047,2024-06-28,ST PETERSBURG,,"Make statement, not specified below",Make Public Statement,Spain,https://www.fontanka.ru/2024/06/28/73762568/,www.fontanka.ru,,Spain,,,1,0.0,3.52681851579721,8,40.4,-3.68333
1184329089,2024-06-28,RUSSIAN,UKRAINE,Fight with small arms and light weapons,Fight,Spain,https://elpais.com/economia/2024-06-28/los-conductores-afrontan-la-primera-operacion-salida-del-verano-con-los-carburantes-mas-caros-que-hace-un-ano.html,elpais.com,,Spain,,Spain,1,-10.0,-1.44694533762058,10,40.0,-4.0
1184329200,2024-06-28,CATALAN,,Make optimistic comment,Make Public Statement,Spain,https://www.ccma.cat/324/que-es-el-pinkwashing-la-rentada-de-cara-rosa-que-va-mes-enlla-de-lestrategia-comercial/noticia/3300432/,www.ccma.cat,,Spain,,,1,0.4,-0.50156739811913,10,41.3833,2.18333
1184330261,2024-06-28,,COMPANY,Express intent to meet or negotiate,Express Intent To Cooperate,Spain,https://dirigentesdigital.com/directivos/generix-anuncia-nombramiento-nuevos-lideres-regionales/,dirigentesdigital.com,,,BUS,Spain,1,4.0,4.54545454545455,10,40.0,-4.0
1184330315,2024-06-28,,COUNSELOR,Discuss by telephone,Consult,Spain,https://www.elcorreogallego.es/economia/2024/06/28/criteria-caixa-telefonica-participacion-10-gobierno-arabia-104433215.html,www.elcorreogallego.es,,,JUD,Spain,1,1.0,1.28040973111395,70,40.0,-4.0
1184330394,2024-06-28,ENTREPRENEUR,,Express intent to provide diplomatic cooperation such as policy support,Express Intent To Cooperate,Spain,https://www.europapress.es/economia/bolsa-00348/noticia-grifols-sube-casi-asegurar-podra-satisfacer-vencimientos-deuda-tiene-2025-20240628093334.html,www.europapress.es,BUS,Spain,,,1,4.5,-1.00806451612903,10,41.5433,2.10942
1184330528,2024-06-28,SPAIN,,"Appeal, not specified below",Appeal,Spain,https://www.lavanguardia.com/politica/20240628/9765848/aznar-defiende-pacto-majestic-frente-amnistias-financiaciones-unilaterales.html,www.lavanguardia.com,,Spain,,,1,3.0,-2.95566502463055,6,42.0,2.0
1184330559,2024-06-28,EUROPEAN,MEDIA,"Appeal, not specified below",Appeal,Spain,https://www.expreso.ec/actualidad/politica/plan-sanchez-controlar-prensa-similar-caso-ecuatoriano-204903.html,www.expreso.ec,LEG,Spain,MED,Spain,1,3.0,-1.84275184275184,8,40.0,-4.0
1184330696,2024-06-28,NURSE,MINISTRY,"Express intent to cooperate, not specified below",Express Intent To Cooperate,Spain,"https://www.rynekzdrowia.pl/serwis-hematoonkologia/Ekspert-nowe-leki-dla-chorych-na-nowotwory-krwi-sa-skuteczniejsze-niz-od-dotychczas-stosowanych,260123,1023.html",www.rynekzdrowia.pl,HLH,Spain,GOV,Spain,1,4.0,0.32715376226827,20,40.4,-3.68333
1184331051,2024-06-28,UKRAINE,,"Make statement, not specified below",Make Public Statement,Spain,https://24tv.ua/economy/yevropeyska-pensiya-parye-uhvalila-rezolyutsiyu_n2585360,24tv.ua,,Spain,,,1,0.0,0.0,4,40.0,-4.0
1184332083,2024-06-28,,SPAIN,"Threaten, not specified below",Threaten,Spain,https://www.elmundo.es/espana/2024/06/28/667d97d8fc6c832a6c8b4576.html,www.elmundo.es,,,,Spain,1,-4.4,-1.89959294436907,10,43.3333,-4.0
1184332088,2024-06-28,,UNITED KINGDOM,Sign formal agreement,Engage In Diplomatic Cooperation,Spain,https://www.elconfidencial.com/inmobiliario/2024-06-28/cinven-compra-idealista-fondo-britanico-eqt_3912751/,www.elconfidencial.com,,,,Spain,1,8.0,2.76752767527675,10,40.0,-4.0
1184332190,2024-06-28,INDUSTRY,SPAIN,Complain officially ,Disapprove,Spain,https://elpais.com/sociedad/2024-06-28/felix-lobo-economista-de-la-salud-no-es-cierto-que-las-terapias-innovadoras-lleguen-tarde-a-espana.html,elpais.com,BUS,Spain,,Spain,1,-2.0,2.455919395466,10,43.3136,-1.98186
1184332302,2024-06-28,SPAIN,UNITED KINGDOM,Host a visit,Consult,United Kingdom,https://elpais.com/deportes/formula-1/2024-06-28/gp-de-austria-de-f1-horario-y-donde-ver-la-carrera.html,elpais.com,,Spain,,United Kingdom,1,2.8,3.68852459016393,10,54.0,-4.0
1184332312,2024-06-28,EUROPEAN,,Provide economic aid,Provide Aid,Spain,https://www.elperiodicoextremadura.com/economia/2024/06/28/tendras-invertir-euro-puedes-instalar-eveon-autoconsumo-placas-solares-104092628.html,www.elperiodicoextremadura.com,,Spain,,,1,7.4,2.09125475285171,10,40.0,-4.0
1184332331,2024-06-28,FRENCH,NEWSPAPER,"Consult, not specified below",Consult,Spain,https://www.elperiodico.com/es/internacional/20240628/franceses-residentes-catalunya-perplejidad-elecciones-historicas-stephane-vojetta-maxime-da-silva-johana-maurel-104404527,www.elperiodico.com,,France,MED,Spain,1,1.0,-2.48640248640249,2,42.0,2.0
1184332382,2024-06-28,GOVERNMENT,BUSINESS,Complain officially ,Disapprove,Spain,https://www.diariodesevilla.es/sevilla/cierre-bares-retrasa-hora_0_2000823872.html,www.diariodesevilla.es,GOV,Spain,BUS,Spain,1,-2.0,-1.71003717472118,10,37.6,-4.5
1184332501,2024-06-28,JAPAN,SPANISH,Host a visit,Consult,Spain,https://www.elmundo.es/loc/famosos/2024/06/27/667d4f3ae4d4d89b028b457a.html,www.elmundo.es,,Japan,GOV,Spain,1,2.8,1.58415841584158,8,40.0,-4.0
1184332638,2024-06-28,PORTUGAL,ITALY,Mobilize or increase armed forces ,Exhibit Force Posture,Portugal,https://www.informacion.es/economia/2024/06/28/cinven-adquiere-idealista-2-900-104434888.html,www.informacion.es,,Spain,,Portugal,1,-7.2,1.59574468085107,3,39.5,-8.0
1184332735,2024-06-28,TURKEY,BOLIVIA,"Arrest, detain, or charge with legal action ",Coerce,Spain,https://www.ilpost.it/2024/06/28/bolivia-persone-arrestate-colpo-di-stato-fallito/,www.ilpost.it,,Bolivia,,Spain,1,-5.0,-5.35714285714286,10,40.0,-4.0
1184333840,2024-06-28,,LONDON,Host a visit,Consult,Spain,https://www.vozpopuli.com/economia_y_finanzas/empresas/fondo-cinven-compra-idealista-valora-2900-millones-euros-mayor-tecnologica-espanola.html,www.vozpopuli.com,,,,Spain,1,2.8,0.432900432900434,10,40.0,-4.0
1184333848,2024-06-28,,GOVERNMENT,"Engage in diplomatic cooperation, not specified below",Engage In Diplomatic Cooperation,Spain,https://www.vozpopuli.com/economia_y_finanzas/empresas/criteriacaixa-duplica-su-participacion-en-telefonica-e-iguala-el-10-del-gobierno.html,www.vozpopuli.com,,,GOV,Spain,1,3.5,0.85470085470086,6,40.0,-4.0
1184333868,2024-06-28,,DELEGATE,"Appeal, not specified below",Appeal,Spain,https://www.abc.es/espana/castilla-la-mancha/toledo/pleno-ayuntamiento-toledo-aprueba-pedir-delegacion-gobierno-20240628095948-nt.html,www.abc.es,,,LEG,Spain,1,3.0,0.59171597633137,8,40.0,-4.0
1184334077,2024-06-28,SPAIN,,"Impose administrative sanctions, not specified below",Coerce,Spain,https://www.ccma.cat/324/lajuntament-de-tarragona-estudia-vies-legals-per-prohibir-els-supermercats-de-24-hores/noticia/3300695/,www.ccma.cat,,Spain,,,1,-5.0,-2.64550264550264,8,41.3833,2.18333
1184334334,2024-06-28,TABASCO,,"Engage in diplomatic cooperation, not specified below",Engage In Diplomatic Cooperation,Spain,https://www.iltirreno.it/pontedera/cronaca/2024/06/28/news/prestigioso-premio-per-tabasco-n-6-che-entra-tra-i-big-di-wine-spectator-1.100545916,www.iltirreno.it,,Spain,,,1,3.5,6.7741935483871,10,41.3833,2.18333
1184335855,2024-06-28,,BANK,Sign formal agreement,Engage In Diplomatic Cooperation,Spain,https://www.diariosigloxxi.com/texto-ep/mostrar/20240628100902/ibercaja-adquiere-plataforma-digital-orange-bank,www.diariosigloxxi.com,,,BUS,Spain,1,8.0,1.40350877192982,10,40.0,-4.0
1184335873,2024-06-28,,SCHOOL,Discuss by telephone,Consult,Spain,https://www.philenews.com/apopsis/arthra-apo-f/article/1484617/ton-trocho-ton-anakalipsan-alli-prin-apo-emas/,www.philenews.com,,,EDU,Spain,1,1.0,-1.62790697674419,10,40.0,-4.0
1184335875,2024-06-28,,SPAIN,Make a visit,Consult,Spain,https://www.diaridetarragona.com/costa/el-sueno-del-mestre-benaiges-se-hara-realidad-90-anos-despues-IB20124873,www.diaridetarragona.com,,,,Spain,1,1.9,-0.61601642710472,8,41.7496,1.18483
1184335887,2024-06-28,,PRESIDENT,Engage in negotiation,Consult,Spain,https://www.trendencias.com/celebrities/motivo-premeditado-que-juan-carlos-i-eligio-abu-dabi-para-exiliarse,www.trendencias.com,,,GOV,Spain,1,7.0,2.40295748613679,10,40.0,-4.0
1184335894,2024-06-28,,NURSE,Make a visit,Consult,Spain,https://www.diariosigloxxi.com/texto-ep/mostrar/20240627181434/20000-personas-visitan-campana-visibilidad-ruta-enfermera-consejo-general-enfermeria,www.diariosigloxxi.com,,,HLH,Spain,1,1.9,2.65654648956357,10,40.0,-4.0
1184335931,2024-06-28,,INTELLIGENCE,Engage in negotiation,Consult,Spain,https://hipertextual.com/2024/06/fallas-de-dall-e-openai-texto,hipertextual.com,,,SPY,Spain,1,7.0,-0.19502681618722,10,40.0,-4.0
1184335982,2024-06-28,INVESTOR,,Provide economic aid,Provide Aid,Spain,https://www.esdiario.com/economia/240628/138601/idealista-vende-70-cinven.html,www.esdiario.com,BUS,Spain,,,1,7.4,1.96078431372549,10,41.3928,-6.01008
1184335991,2024-06-28,COMPANIES,MADRID,Make a visit,Consult,China,https://iz.ru/1719575/2024-06-28/dilery-nazvali-malovozmozhnym-vozvrashchenie-v-rf-ushedshikh-avtobrendov,iz.ru,BUS,China,,Spain,1,1.9,-3.90070921985815,10,35.0,105.0
1184336037,2024-06-28,PRISON,,"Arrest, detain, or charge with legal action ",Coerce,Spain,https://www.diaridetarragona.com/sucesos/dos-anos-de-prision-por-robar-en-un-supermercado-de-calafell-IC20111238,www.diaridetarragona.com,COP,Spain,,,1,-5.0,-8.51063829787234,2,41.1879,1.56966
1184336066,2024-06-28,TOURIST,,"Provide aid, not specified below",Provide Aid,Spain,https://news.day.az/tourism/1671139.html,news.day.az,CVL,Spain,,,1,7.0,0.0,10,40.0,-4.0
1184336075,2024-06-28,CITIZEN,SPAIN,Grant asylum,Provide Aid,Spain,https://www.diariosur.es/economia/pensiones-pagar-inmigracion-20240628100127-ntrc.html,www.diariosur.es,CVL,Spain,,Spain,1,7.0,-1.55666251556663,2,40.0,-4.0
1184336079,2024-06-28,COMMUNITY,GOVERNMENT,"Consult, not specified below",Consult,Spain,https://www.diariodecadiz.es/opinion/articulos/deja-vu-andaluz_0_2000862936.html,www.diariodecadiz.es,CVL,Spain,GOV,Spain,1,1.0,-1.77215189873418,10,37.6,-4.5
1184336126,2024-06-28,SCHOOL,COMMUNITY,"Appeal, not specified below",Appeal,Spain,https://www.elplural.com/autonomias/madrid/educacion-publica-planta-cara-inaccion-gobierno-ayuso-no-tiene-apuesta-profesorado_332766102,www.elplural.com,EDU,Spain,CVL,Spain,1,3.0,-1.05017502917153,10,40.4,-3.68333
1184336151,2024-06-28,SPAIN,NUBIAN,Host a visit,Consult,Spain,https://www.mundodeportivo.com/urbantecno/moviles/zte-sorprende-a-los-usuarios-con-el-nuevo-nubia-flip-5g-un-dispositivo-equilibrado-y-prestaciones-avanzadas,www.mundodeportivo.com,,Spain,,Spain,1,2.8,2.95081967213115,10,40.0,-4.0
1184336158,2024-06-28,EUROPEAN,,Praise or endorse,Engage In Diplomatic Cooperation,Spain,https://www.danas.rs/bbc-news-serbian/izbori-u-evropi-kandidature-za-najvise-pozicije-eu-izazvale-i-neka-protivljenja/,www.danas.rs,,Italy,,,1,3.4,-1.31868131868132,8,40.0,-4.0
1184336323,2024-06-28,CONGRESS,,"Accuse, not specified below",Disapprove,Spain,https://www.dinamalar.com/news/india-tamil-news/will-rahul-turn-off-the-mic-in-lok-sabha-cong-complaint--/3659314,www.dinamalar.com,LEG,Spain,,,1,-2.0,-5.98290598290598,6,40.0,-4.0
1184336336,2024-06-28,JOURNALIST,,"Make statement, not specified below",Make Public Statement,Spain,https://www.diariodecadiz.es/gente/alejandro-rubio-abuelo-futuro-hijo_0_2000812921.html,www.diariodecadiz.es,MED,Spain,,,1,0.0,0.0,10,43.3136,-1.98186
1184337645,2024-06-28,,ARUBA,Sign formal agreement,Engage In Diplomatic Cooperation,Spain,https://www.zazoom.it/2024-06-28/superbike-alvaro-bautista-rinnovo-con-ducati-in-vista/14985388/,www.zazoom.it,,,,Aruba,1,8.0,0.0,10,40.0,-4.0
1184337656,2024-06-28,,BANK,"Express intent to cooperate, not specified below",Express Intent To Cooperate,Spain,https://www.eleconomista.es/banca-finanzas/noticias/12886667/06/24/ibercaja-compra-la-plataforma-de-orange-bank-para-impulsar-la-financiacion-al-consumo.html,www.eleconomista.es,,,BUS,Spain,1,4.0,3.91644908616188,10,40.0,-4.0
1184337675,2024-06-28,,POPULATION,Host a visit,Consult,Spain,https://www.elperiodico.com/es/tarragona/20240627/hombre-48-anos-probable-enfermedad-104334975,www.elperiodico.com,,,CVL,Spain,1,2.8,-0.3584229390681,10,41.1167,1.25
1184337715,2024-06-28,,NAPLES,Make a visit,Consult,Spain,https://www.zazoom.it/2024-06-28/violenza-sessuale-di-gruppo-47enne-rintracciato-a-torremolinos-in-spagna/14985296/,www.zazoom.it,,,,Spain,1,1.9,-3.05343511450382,10,40.0,-4.0
1184337833,2024-06-28,INVESTOR,,"Reduce relations, not specified below",Reduce Relations,Spain,https://cincodias.elpais.com/companias/2024-06-28/mapfre-se-desprende-de-oficinas-en-madrid-para-convertir-en-residencial.html,cincodias.elpais.com,BUS,Spain,,,1,-4.0,0.0,10,40.0,-4.0
1184337879,2024-06-28,PRISON,,"Arrest, detain, or charge with legal action ",Coerce,Spain,https://www.abc.es/sevilla/ciudad/miguel-carcano-saldra-carcel-mayo-2030-despues-20240628162356-nts.html,www.abc.es,COP,Spain,,,1,-5.0,-4.70588235294117,10,40.0,-4.0
1184337896,2024-06-28,POLICE,PROTESTER,"Use unconventional violence, not specified below",Assault,Spain,https://www.elperiodico.com/es/opinion/20240628/dia-orgullo-lgtbiq-derechos-homosexuales-bandera-ines-martin-rodrigo-articulo-104376487,www.elperiodico.com,COP,Spain,OPP,Spain,1,-9.0,-1.38248847926268,10,40.0,-4.0
1184337920,2024-06-28,CITIZEN,,Make a visit,Consult,Spain,https://www.abc.es/motor/reportajes/zonas-bajas-emisiones-abren-camino-peajes-ciudades-20240628103600-nt.html,www.abc.es,CVL,Spain,,,1,1.9,3.15052508751458,10,38.5392,-0.136386
1184337989,2024-06-28,SPAIN,,Praise or endorse,Engage In Diplomatic Cooperation,Spain,https://elpais.com/economia/2024-06-28/bruselas-alerta-de-que-las-brechas-economicas-entre-comunidades-estan-aumentando.html,elpais.com,,Spain,,,1,3.4,-0.98187311178248,8,43.0,-2.75
1184337992,2024-06-28,SPANISH,,"Return, release, not specified below",Yield,Spain,https://www.novinky.cz/clanek/koktejl-nejstarsi-vino-na-svete-je-bile-i-kdyz-je-dnes-cervene-dve-tisicileti-v-nem-lezely-kosti-muze-40477587,www.novinky.cz,,Spain,,,1,7.0,-2.94117647058823,8,40.0,-4.0
1184337995,2024-06-28,SPANISH,,"Accuse, not specified below",Disapprove,Spain,https://www.abc.es/espana/comunidad-valenciana/okupas-expertos-alarmas-roban-casas-valencia-dejan-20240628092103-vi.html,www.abc.es,,Spain,,,1,-2.0,-5.86466165413534,10,39.6833,-0.266667
